user_id,daily_screen_time_hours,social_media_hours,work_study_hours,sleep_hours,notification_count,breaks_per_day,stress_level,productivity_score
8344,3.84,4.07,5.33,5.55,12,13,8,83
8345,2.52,0.37,3.78,8.41,83,10,7,23
8346,7.16,3.07,2.06,5.79,116,1,8,47
8347,5.75,0.93,1,6.21,108,9,4,62
8348,7.13,4.61,5.1,5.05,46,12,10,76
8349,7.67,3.03,8.3,5.16,189,12,2,39
8350,9.07,1.51,4.72,6.66,143,9,6,6
8351,3.49,2.21,4.28,6.54,158,12,7,36
8352,5.39,2.15,4.95,6.18,54,9,6,62
8353,7.36,3.13,9.36,9.47,142,5,3,60
8354,8.04,3.75,6.5,7.58,12,12,3,79
8355,10.89,1.12,3.13,6.81,29,3,5,36
8356,8.41,4.71,5.06,3.22,231,6,7,77
8357,6.39,4.43,5.66,7.87,213,10,2,72
8358,4.72,1.45,2.89,10,70,1,4,89
8359,5.37,2.59,6.52,6.56,172,14,8,88
8360,5.31,4.55,3.36,5.75,169,10,3,31
8361,7.81,3.98,1.98,7.01,156,8,7,40
8362,7.01,2.1,5.15,4.94,152,10,10,60
8363,3.85,3.48,4.84,7.4,83,4,3,13
8364,5.63,6.1,5,8.75,66,2,8,93
8365,8.26,2.63,3.47,5.93,163,11,7,96
8366,7.2,1.74,3.75,5.97,79,4,1,37
8367,7.64,2.71,7.26,6.7,249,14,4,61
8368,7.27,2.8,5.88,6.15,120,1,7,18
8369,9.75,1.87,3.09,4.83,99,10,5,90
8370,6.97,3.03,1.1,6.3,139,10,3,18
8371,5.73,0.99,3.17,6.04,58,13,2,34
8372,4.67,1.7,5.31,8.58,185,8,9,54
8373,7,3.41,3.74,8.3,169,6,10,31
8374,1.62,0.39,3.58,8.62,140,1,6,79
8375,6.13,3.58,3.82,7.84,220,13,10,37
8376,6.09,0.09,4.85,7.07,237,1,1,84
8377,3.77,0.42,6.57,5.66,157,2,5,92
8378,4.64,1.9,5,8.52,103,7,7,68
8379,8.12,2.84,5.12,7.25,174,2,8,72
8380,6.96,4.09,4.55,5.18,118,3,5,58
8381,6.7,2.57,4,5.61,157,12,10,82
8382,7.11,2.2,6.79,5.16,69,11,10,96
8383,6.69,3.2,6.48,4.13,107,9,1,53
8384,8.99,1.45,9.09,7.31,196,1,2,87
8385,6.75,2.67,6.22,5.19,245,9,4,62
8386,3.58,1.06,4,5.82,90,6,10,79
8387,9.76,2.6,3.19,6.85,51,9,1,7
8388,7.24,2.34,6.91,6.56,160,12,4,31
8389,5.32,1.53,3.37,5.87,178,10,6,96
8390,3.99,2.7,6.62,8.77,82,11,6,40
8391,7.29,2.69,3.48,4.82,36,8,2,78
8392,6.27,3.91,5.7,4.87,90,7,1,83
8393,9.65,0.57,2.88,7.4,242,10,8,50
8394,5.81,2.41,6.56,5.99,183,7,9,80
8395,4.83,1.59,2.53,5.94,26,6,9,9
8396,8.29,3.54,5.55,5.4,122,13,7,65
8397,8.35,3.4,4.6,7.24,139,11,4,25
8398,6.84,3.11,5.2,7.09,24,14,2,8
8399,7.85,1.66,4.21,6.95,212,8,7,39
8400,6.42,3.56,4.16,6.04,127,9,6,32
8401,6.97,0.66,5.31,5.82,194,8,7,8
8402,8.83,0.42,3,6.59,238,9,1,13
8403,7.75,0.97,2.98,8.06,178,5,4,67
8404,6.16,2.46,4.28,8.84,82,3,1,66
8405,9.2,3.31,4.21,8.24,23,4,7,28
8406,1.77,0,2.99,7.46,17,4,6,4
8407,10.6,4.09,6.85,8.08,244,9,10,23
8408,3.09,2.66,4.33,5.26,85,9,8,34
8409,5.25,0.62,4.55,5.87,144,1,2,55
8410,6.42,2.62,2.34,7.48,76,14,8,71
8411,6.21,3.81,9.14,6.65,163,13,8,94
8412,8.51,3.22,9.85,7.24,12,5,2,58
8413,4.38,3.82,3.44,8.07,183,2,7,73
8414,7.02,0.86,7.45,7.87,141,5,3,19
8415,5.34,2,4.82,5.38,194,11,5,9
8416,7.09,1.39,8.21,6.82,133,5,8,23
8417,6.37,4.56,5.67,5.6,233,3,1,75
8418,6.69,3.27,5.2,5.79,183,4,1,13
8419,5.4,5.92,1,4.58,23,7,10,93
8420,5.48,1.94,3.24,6.97,140,10,8,31
8421,7.07,1.63,5.04,4.48,150,13,6,72
8422,8.39,2.33,5.4,7.31,145,4,3,19
8423,5.3,4.15,2.57,8.57,193,3,8,5
8424,4.76,2.06,3.54,7.49,239,10,8,91
8425,7.73,2.65,6.11,6.87,139,4,9,39
8426,6.43,2.62,2.23,8.79,111,11,10,14
8427,8.16,2.55,5.27,7.23,125,2,10,22
8428,4.69,1.72,7.48,5.68,55,1,6,22
8429,2.94,2.34,5.77,6.96,40,5,7,5
8430,5.43,2.28,5.67,9.35,240,9,6,62
8431,4.97,2.49,1,5.38,100,9,3,52
8432,6.34,3.63,3.36,5.01,218,1,9,80
8433,5.23,4.61,9.11,7.6,44,12,1,39
8434,7.98,1.49,3.8,6.51,71,1,5,26
8435,5.92,2.03,7.53,6.11,183,8,6,80
8436,6.8,1.51,3.78,5.16,161,7,6,56
8437,6.82,2.72,4.44,4.26,74,7,1,12
8438,6.89,1.85,6.03,4.91,230,14,8,80
8439,6.45,2.79,5.2,8.9,99,9,1,49
8440,7.52,3.82,5.76,6.79,53,12,3,12
8441,4.91,0,3.36,4.25,108,5,8,96
8442,9.3,3.09,2.73,8.34,60,8,8,5
8443,6.03,1.95,3.23,8.41,117,7,1,100
8444,3.88,3.05,3.94,8.4,97,14,1,92
8445,6.88,1.42,4.54,6.25,183,2,8,51
8446,4.8,3.94,7.07,6.45,42,2,2,4
8447,7.83,3.6,5.17,6.98,201,13,5,93
8448,10.92,3.18,5.97,8.62,163,4,8,83
8449,4.93,3.45,5.28,6.08,110,1,5,25
8450,7.16,1.61,2.77,5.82,176,10,7,99
8451,2.99,1.76,5.03,7.7,67,5,6,24
8452,7.41,3.4,5.26,8.37,124,5,5,56
8453,4.73,1.58,6.52,6.73,35,1,3,19
8454,5.25,4.23,2.86,7.67,239,5,6,23
8455,4.3,2.11,1,6.95,126,4,9,95
8456,7.96,3.1,5.35,6.47,239,12,7,83
8457,8.51,5.02,5.71,5.72,84,14,10,96
8458,6.55,1.65,4.64,5.3,102,10,1,77
8459,4.77,2.58,5.06,6,230,11,5,46
8460,9.68,3.77,6.76,5.53,204,5,7,18
8461,5,3.64,4.08,7.17,210,4,7,61
8462,2.18,2.11,4.44,8.38,236,9,7,71
8463,7.42,1.88,5.16,7.07,66,9,6,45
8464,4.29,2.22,2.56,5.6,79,3,2,88
8465,8.48,4.24,4.7,7.91,82,3,2,46
8466,5.74,2.17,4.87,7.19,17,3,10,17
8467,7.71,2.59,8.27,7.44,100,7,6,15
8468,9.3,1.99,4.4,6.12,135,1,1,73
8469,4.08,3.35,5.4,8.27,43,13,6,34
8470,5.37,2.69,6.84,8.27,225,4,5,99
8471,6.35,1.3,3.33,6.56,249,9,1,8
8472,9.58,1.34,7.75,7.73,78,12,5,50
8473,5.18,0.1,8.53,8.23,19,8,4,11
8474,5.31,1.5,4.94,6.2,221,3,9,88
8475,7.46,3.45,3.92,6.69,31,8,1,42
8476,5.35,4.09,8.25,6.9,149,6,10,94
8477,6.81,3.32,6.59,5.37,245,10,3,85
8478,3.4,3.17,5.16,7.37,166,13,2,43
8479,10.93,2.35,7.85,8.13,168,14,1,35
8480,3.8,3.43,7.64,6.61,15,11,2,59
8481,5.86,2.84,4.33,7.24,119,3,7,12
8482,6.44,4.67,5.5,8.62,16,12,5,73
8483,10.33,2.38,6.15,6.27,106,9,2,12
8484,3.85,4.11,5.06,7.27,119,10,4,28
8485,10.47,3.55,2.22,6.06,216,13,6,93
8486,8.01,3.38,3.12,6.02,22,7,8,46
8487,7.33,0.09,2.28,7.24,72,8,6,40
8488,4.53,3.62,5.99,7.11,33,10,6,99
8489,7.64,2.35,2.63,7.52,103,11,6,29
8490,5.05,1.97,5.38,6.9,106,2,5,70
8491,9.03,0.72,8.66,7.4,93,13,5,16
8492,4.56,2.49,7.86,8.97,28,3,6,46
8493,6.27,2.54,1.33,8.18,92,13,6,92
8494,5.39,0.94,2.44,7.24,239,7,1,65
8495,4.52,0.73,3.45,7.46,97,2,7,29
8496,7.98,3.08,2.66,6.41,78,6,6,52
8497,7.57,3.55,1.69,6.59,159,7,6,40
8498,8.92,2.73,4.98,7.44,69,11,1,6
8499,2.94,3.88,6.41,6.91,31,11,7,27
8500,8.63,2.4,6.91,7.83,101,6,6,37
8501,11.51,2.43,4.05,8.45,154,5,10,22
8502,5.6,1.4,4.46,6.67,104,9,2,7
8503,10.29,0.63,5.71,4.19,184,3,8,1
8504,5.97,4.73,4.78,9.44,144,5,8,77
8505,3.76,3.86,6.62,5.95,154,13,7,48
8506,5.89,0.83,5.86,7.05,213,5,7,51
8507,8.6,2.69,4.25,7.75,199,8,7,14
8508,4.82,2.38,1.29,8.63,200,8,4,79
8509,5.3,2.17,8,9.15,144,1,1,12
8510,7.69,2.01,3.63,6.33,38,14,9,49
8511,6.51,2.96,5.72,8.35,246,6,1,41
8512,7.67,3.48,1.17,7.06,209,12,5,68
8513,6.98,2.98,4.98,10,13,6,10,85
8514,7.46,2.36,5.2,8.23,113,11,9,2
8515,5.64,2.31,5.3,6.57,127,10,2,85
8516,6.96,3.62,11.03,5.77,25,13,5,62
8517,4.65,3.06,3.74,3.39,89,2,1,57
8518,9.08,2.59,6.64,7.68,95,5,2,14
8519,5.23,2.46,6.05,8.11,84,13,1,44
8520,8.76,2.91,3.64,7.77,196,6,3,66
8521,6.03,1.94,6.61,3.74,50,3,4,75
8522,6.9,3.49,4.67,5.16,69,1,1,37
8523,5.51,1.21,6.75,7.43,212,9,10,78
8524,4.47,2.01,8.92,9.12,206,2,1,47
8525,3.01,3.23,5.3,6.73,243,4,2,61
8526,4.39,1.14,4.44,8.22,67,9,4,84
8527,5.85,0.61,7.1,5.46,239,9,2,99
8528,6.92,2.58,7.79,7.07,121,8,2,27
8529,8.52,0.46,3.23,6.44,213,14,8,49
8530,5.61,0.94,4.09,8.34,49,4,8,60
8531,4.74,3.41,6.35,6.1,226,1,7,70
8532,3.61,2.25,4.74,8.98,67,11,4,71
8533,7.46,4.04,3.09,6.4,198,11,7,45
8534,9.27,1.05,6.08,5.41,182,7,6,1
8535,9.03,2.39,6.34,5.45,86,2,7,13
8536,7.92,2.98,4.33,5.99,57,8,1,38
8537,7.78,1.1,5.12,7.28,99,14,5,17
8538,9.9,3.74,3.85,6.01,20,10,5,100
8539,7.16,3.11,2.81,5.73,65,10,7,38
8540,7.79,0.57,4.01,7.96,241,14,4,1
8541,5.86,2.45,5.15,3,32,11,1,1
8542,3.78,2.96,2.05,6.24,214,2,3,83
8543,5.13,1.79,4.15,5.07,42,10,4,30
8544,6.48,0.72,5.18,5.67,189,3,5,77
8545,6.62,2.83,7.39,7.12,125,6,8,7
8546,10.35,5.15,4.37,6.53,37,4,8,20
8547,6.66,2.04,2.51,6.42,124,2,2,44
8548,8.86,4.38,4.58,8.35,141,1,10,73
8549,5.63,1.6,3.87,6.78,229,3,4,13
8550,5.88,2.76,6.1,9.15,235,4,2,39
8551,3.84,3.43,4.32,7.73,188,9,5,20
8552,5.02,2.49,1,5.54,147,9,4,89
8553,7.55,2.14,12,9.31,61,5,2,5
8554,6.52,3.37,5.28,7.16,209,12,3,52
8555,8.39,4.77,5.18,9.23,18,5,3,25
8556,6.86,2.86,1.92,6.45,27,7,7,12
8557,5.8,1.88,2.07,7.15,203,8,4,90
8558,10.8,2.27,4.82,7.36,91,3,1,56
8559,6.31,5.52,5.67,6.58,177,12,5,86
8560,8.83,2.66,6.4,8.45,75,5,6,1
8561,5.7,1.79,5.47,9.31,31,7,6,72
8562,7.92,1.13,2.63,3.82,89,11,10,100
8563,8.36,0.31,1,7.86,110,2,2,49
8564,6.92,2.94,4.8,5.64,105,9,5,67
8565,1.79,3.29,3.93,3.43,83,3,4,22
8566,6.54,2.02,2.47,7.47,114,7,5,85
8567,8.96,2.48,6.66,7.48,171,12,7,85
8568,7.55,1.1,1.85,7.68,185,9,3,31
8569,7.39,2.66,6.23,7.28,25,9,8,1
8570,3.06,3.08,2.18,7.94,58,3,9,27
8571,5.06,1.86,5.27,6.02,107,2,1,2
8572,7.32,4.53,6.87,7.14,110,11,1,93
8573,7.32,1.5,4.32,7.71,72,14,9,1
8574,8.93,2.84,8.38,8.56,177,5,10,42
8575,6.21,3.52,8.84,6.86,65,5,1,8
8576,7.31,2.41,5.47,6.52,107,14,2,35
8577,6.53,2.27,6.08,6.73,117,13,3,35
8578,4.53,0.79,7.12,5.25,86,8,7,7
8579,1.99,4.13,6.09,7.8,185,6,10,23
8580,7.36,2.3,5.87,4.91,46,12,3,23
8581,6.85,3.14,3.95,7.31,149,7,9,46
8582,5.26,3.31,1.63,6.91,216,11,2,19
8583,3.26,1.75,2.22,4.78,231,8,3,79
8584,7.76,2.26,9.76,4.86,232,9,9,72
8585,5.97,4.1,5.64,5.69,102,4,6,97
8586,7.61,1.16,4.51,6.35,107,5,9,99
8587,10.23,5.05,7.53,8.72,41,4,5,13
8588,2.22,1.61,3.5,6.66,117,9,4,50
8589,5.1,1.08,6.17,7.51,160,12,2,31
8590,6.08,2.66,5.15,8.45,83,2,1,71
8591,9.41,5.15,5.92,8.2,81,13,5,84
8592,3.23,0.21,4.33,6.79,30,8,1,38
8593,10.37,2.33,3.07,5.88,212,11,6,57
8594,6.77,3.07,3.35,7.45,149,14,6,8
8595,6.31,2.54,3.43,5.91,186,7,7,100
8596,6.1,2.96,4.99,9.16,112,13,9,14
8597,5.63,1.64,1.89,7.93,184,7,6,94
8598,8.6,1.78,2.51,7.07,220,8,3,51
8599,4.36,2.32,5.27,7.47,107,13,8,9
8600,7.19,1.14,4.74,7.03,71,11,5,13
8601,5.73,2.45,5.38,6.32,47,11,8,76
8602,4.98,2.03,4.91,7.45,107,1,8,66
8603,11.67,1.94,10.04,6.48,119,1,3,38
8604,7.34,2.88,5.25,9.32,163,7,7,21
8605,7.73,0.32,4.24,5.9,49,2,4,29
8606,8.78,2.23,5.2,7.46,153,12,9,84
8607,3.66,5.28,7.04,5.78,28,4,7,50
8608,10,1.2,4.9,5.77,187,12,10,64
8609,1.48,4.04,6.37,4.48,193,6,2,9
8610,4.96,2.57,5.79,7.33,38,5,1,15
8611,5.58,1.78,4.42,6.11,118,5,6,53
8612,7.66,0.92,5.22,8.21,175,11,6,97
8613,6.94,2.67,8.2,7.34,198,6,10,53
8614,6.17,4.24,5.49,6.99,173,10,5,71
8615,6.48,2.03,3.03,4.97,94,7,2,3
8616,4.54,2.4,4.36,7.56,19,2,9,87
8617,3.51,3.71,1,5.94,184,12,6,22
8618,7.95,2.91,5.27,4.94,224,11,4,39
8619,7.89,0.61,7.62,7.36,181,4,7,77
8620,9.67,2.62,2.32,5.16,125,7,9,9
8621,4.92,4.31,5.3,4.08,117,5,8,34
8622,7.89,2.46,6.97,8.49,199,11,1,12
8623,5.93,0,7.18,6.07,16,14,3,34
8624,8.88,2.97,7.56,4.53,239,12,10,45
8625,8.54,2.26,1.26,5.55,206,10,2,97
8626,6.92,0.31,6.01,5.86,28,9,3,50
8627,5.82,0.48,1.99,8.29,119,6,5,99
8628,8.42,3.67,3,4.64,42,13,6,28
8629,7.79,1.62,6.64,5.06,161,4,3,39
8630,5.13,1.41,5.32,8.07,244,11,2,3
8631,3.84,2.46,6.45,6.22,32,11,5,47
8632,5.92,1.73,3.14,7.1,95,12,4,12
8633,9.53,2.62,7.95,6.16,109,14,5,43
8634,8.79,2.26,6.38,9.43,190,10,10,77
8635,4.28,1.06,6.78,5.12,119,4,4,67
8636,4.16,1.89,2.84,7.17,158,13,4,18
8637,9.05,3.03,7.34,8.75,91,3,8,90
8638,4.23,2.55,4.37,6.31,111,13,6,10
8639,7.52,2.4,3.78,5.82,100,14,2,4
8640,5.27,4.82,6.25,7.8,46,6,3,12
8641,9.73,3.38,6.17,8.11,58,8,8,53
8642,4.96,3.52,3.31,5.76,162,1,1,51
8643,8.79,2.3,9.11,8.7,48,2,6,16
8644,6.87,2.76,8.63,6.87,39,4,3,17
8645,7,1.98,6.21,7.46,52,7,9,95
8646,2.56,3.43,5.86,8.73,215,12,10,26
8647,2.09,2.37,5.66,7.8,235,2,1,2
8648,6.06,2.77,1.9,6.8,191,11,2,29
8649,6.99,2.69,5.23,5.93,41,12,6,94
8650,4.25,2.48,5.2,10,135,10,4,47
8651,4.32,6.03,3.85,5.77,104,12,10,11
8652,7.62,1.7,4.38,7.21,186,8,1,34
8653,7.63,1.69,1,7.46,11,3,10,71
8654,6.22,3.33,2.81,7.52,56,2,4,29
8655,8.06,1.79,6.84,9.57,240,7,2,97
8656,4.15,2.15,8.46,6.86,108,11,9,49
8657,5.79,1.2,3.11,6.68,32,12,7,91
8658,9.8,3.09,5.37,8.82,143,10,6,16
8659,6.64,3.11,7.2,6.62,94,9,9,81
8660,6.75,2.12,3.96,7.94,227,4,8,75
8661,11.11,3.36,6.35,7.05,231,2,2,14
8662,3.7,0.27,4.93,8,50,9,3,13
8663,8.09,1.65,7.38,7.74,51,10,7,35
8664,9.83,2.3,2.44,6.28,231,5,10,90
8665,5.85,1.09,2.79,4.4,190,13,4,52
8666,8.22,0.4,5.56,4.62,81,10,6,25
8667,4.54,2.13,5.19,4.41,176,7,9,59
8668,5.13,3.33,4.89,6.68,234,10,7,76
8669,7.27,4.04,6.15,3.74,147,5,3,68
8670,8.1,1.84,3.14,6.59,219,12,6,42
8671,8.74,3.38,2.26,6.97,121,13,7,48
8672,9.64,3.26,4,7.91,237,5,1,91
8673,6.37,3.96,4.22,7.46,242,6,7,45
8674,8.89,2.08,4.43,7.97,59,5,5,72
8675,5.82,0.34,7.54,7.34,84,8,7,72
8676,8.3,2.58,6.54,6.38,245,11,7,29
8677,6.91,1.28,6.07,6.66,145,12,6,3
8678,7.39,1.63,5.44,5.69,10,11,3,21
8679,7.35,2.14,4.13,7.1,209,4,9,31
8680,3.29,2.09,3.29,4.74,206,3,5,13
8681,4.25,2.67,2.61,8.19,10,14,9,95
8682,6.71,3.34,3.61,5.56,204,3,3,81
8683,3.13,2.06,4.91,7,36,2,7,48
8684,8.16,2.97,2.69,7.22,118,8,5,96
8685,8.24,2.52,5.34,8.31,198,13,7,24
8686,7.15,3.62,4.61,4.61,134,14,8,2
8687,4.26,2.27,4.21,6.38,185,7,8,3
8688,9.26,2.41,7.32,7.51,32,6,5,26
8689,10.57,2.05,1,9.08,181,2,5,2
8690,6.79,2.31,4.23,6.75,240,2,8,33
8691,7.52,1.56,1,6.03,177,10,6,34
8692,6.9,1.44,5.48,9.44,148,1,6,90
8693,7.56,3.43,6.52,7.84,118,14,2,98
8694,6.26,1.2,2.3,8.59,148,12,7,38
8695,6.43,2.12,2.55,5.23,109,10,10,78
8696,8.31,3.72,1.6,7.48,111,2,7,95
8697,11.19,2.08,5.13,5.39,40,9,6,20
8698,3.7,3.49,4.32,5.1,197,1,2,10
8699,6.29,1.79,4.44,7.56,64,13,5,84
8700,4.14,1.24,4.26,7.65,161,10,6,33
8701,9.68,0.59,3.05,6.17,71,4,4,45
8702,5.32,4.08,7.26,8.66,156,2,10,60
8703,3.61,1.14,5.54,6.32,105,5,6,66
8704,7.78,3.4,2.63,6.45,49,14,5,61
8705,9.99,1.3,3.6,6.75,111,10,10,51
8706,7.83,4.08,3.26,6.48,26,8,9,12
8707,6.91,5.15,7.81,8.46,187,1,6,80
8708,7.32,0.48,6.42,5.45,108,9,1,9
8709,9.33,1.2,4.75,5.82,21,7,10,11
8710,4.75,3.43,8.41,5.25,152,5,10,21
8711,6.28,3.12,7.9,9.25,176,5,1,76
8712,5.59,3.43,4.54,6.38,22,9,2,68
8713,4.16,1.81,4.18,5.8,103,9,2,26
8714,5.84,4.89,4.28,6.43,115,2,4,63
8715,8.72,2.64,3.09,7.9,28,8,10,19
8716,7.63,1.04,8.47,7.66,210,5,2,17
8717,7.79,2.2,2.99,6.05,66,14,8,44
8718,6.79,1.06,6.74,6.28,101,2,8,61
8719,7.55,4.41,6.38,4.91,245,9,2,1
8720,4.9,1.71,4.39,6.98,69,4,9,72
8721,5.88,3.09,8.62,8.47,244,5,9,58
8722,6.88,1.94,1.88,6.04,193,7,9,94
8723,7.06,1.76,4.84,7.63,162,2,9,41
8724,7.14,0.21,4.02,6.04,113,5,7,24
8725,6.22,3.22,6.92,5.38,242,8,9,43
8726,5.75,4.06,5.71,7.68,141,12,8,81
8727,12.82,1.4,1.55,9.85,189,14,10,94
8728,8.31,0.65,7.48,7.51,136,11,8,9
8729,7.33,3.46,5.97,6.26,110,1,7,66
8730,6.03,0.52,2.93,6.35,144,12,2,90
8731,5.6,3.96,4.3,9.28,242,11,2,32
8732,6.24,1.41,2.4,7.2,77,8,8,91
8733,7.09,1.18,4.66,5.8,96,2,2,41
8734,2.74,2.8,5.3,6.72,245,4,2,11
8735,3.36,1.25,4.33,7.08,117,11,7,65
8736,5.23,1.65,4.1,7.41,207,12,7,18
8737,6.91,2.92,1.77,8.77,182,3,1,8
8738,6.02,0,5.67,8.46,146,2,7,27
8739,9.46,4.47,1.15,7.06,130,10,5,82
8740,3.54,2.55,5.06,6.75,18,10,5,9
8741,5,0.95,1.4,7.31,222,2,2,2
8742,9.54,1.28,5.1,6.01,140,10,6,81
8743,6.76,3.69,4.99,8.07,86,6,4,75
8744,8.27,3.22,5.81,6.54,72,3,7,46
8745,10.6,4.16,6.72,7.44,239,10,2,70
8746,5.11,1.68,7.1,9.03,219,4,8,5
8747,6.3,2.86,1.78,7.52,128,4,5,12
8748,5.96,3.01,4.88,7.1,247,2,8,44
8749,2.59,3.33,9.02,6.13,232,4,7,42
8750,5.88,3.85,5.24,6.7,102,2,3,99
8751,8.26,1.64,3.34,5.32,139,14,9,88
8752,7.58,2.36,4.84,7.49,168,4,9,30
8753,7.74,1.77,4.23,4.03,47,13,2,52
8754,5.75,2.44,2.65,8.06,16,8,3,81
8755,5.19,3.34,6.74,7.75,113,9,10,47
8756,9.04,0.52,6.17,6.93,147,4,10,36
8757,5.51,3.83,2.33,6.11,86,4,1,70
8758,7.09,1.13,4.81,6.78,196,14,1,32
8759,6.83,2.13,3.87,4.49,10,7,3,98
8760,9.42,3.99,1.8,7.87,46,1,3,44
8761,8.44,2.89,2.17,6.59,162,7,5,16
8762,3.91,2.91,2.47,8.77,103,13,6,71
8763,4.12,1.08,4.88,7.31,75,9,4,96
8764,7.66,1.25,4.08,7.1,109,4,10,17
8765,6.37,3.63,3.08,7.32,225,2,7,32
8766,5.59,1.79,4.22,5.53,85,13,3,14
8767,8.53,1.91,6.5,6.21,14,4,4,26
8768,6.87,3.66,5.71,6.97,65,2,5,73
8769,6.6,1.24,7,6.41,216,10,8,13
8770,8.06,2.82,4.54,6.05,51,7,9,89
8771,5.75,2.55,8.21,6.43,201,6,3,12
8772,9.64,2.5,5.7,6.86,58,13,1,45
8773,4.92,1.88,4.02,9.81,55,12,2,16
8774,7.81,1.8,5.19,6.38,80,11,2,94
8775,9.37,1.21,2.5,5.92,11,2,3,52
8776,3.75,3.08,4.39,6.6,76,6,2,21
8777,5.81,1.7,5.86,8.75,141,9,1,24
8778,8.78,3.66,6.22,8.85,71,11,6,43
8779,8.81,2.23,4.18,9.33,121,14,7,5
8780,6.16,1.23,10.47,6.88,89,8,1,33
8781,5.03,2.21,4.66,7.63,36,9,9,31
8782,8.41,2.01,1.64,5.43,95,5,7,9
8783,8.87,3.71,7.43,6.34,76,14,4,35
8784,4.17,2.06,6.21,5.35,122,10,3,8
8785,4.09,2.17,5.46,7.42,131,2,6,75
8786,6.95,4.19,4.07,6.85,154,5,3,17
8787,7.76,3.11,5.79,7.09,223,10,4,80
8788,5.9,4.5,8.24,5.7,189,14,9,20
8789,7.86,4.01,5.4,7.91,80,3,5,91
8790,5.08,1.44,2.06,3.67,66,14,10,78
8791,2.27,3.69,1,6.47,39,11,5,22
8792,5.65,4.33,5.77,6.66,209,14,9,54
8793,6.63,4.34,3.03,4.17,220,13,2,71
8794,5.95,3.69,4.8,7.3,208,14,7,75
8795,4.18,3.66,3.38,6.57,202,4,7,81
8796,2.87,2.14,3.24,7.53,153,7,6,77
8797,5.47,1.5,3.47,9.4,123,2,4,81
8798,8.3,2.08,3.65,7.22,131,14,7,75
8799,9.01,0.5,6.55,8.06,113,6,3,68
8800,8.88,4.11,6.15,8.6,232,11,9,80
8801,4.87,2.16,2.58,7.44,112,1,1,31
8802,4.19,4.05,2.86,5.67,164,10,6,85
8803,7.49,1.02,5.76,4.67,83,3,1,97
8804,7.77,3.8,7.11,7.29,107,11,6,13
8805,7.3,1.91,7.07,6.28,184,7,5,29
8806,2.47,0.96,2.99,8.47,23,11,5,79
8807,4.77,4.45,6.98,6.18,139,12,10,10
8808,6.44,3.83,1.45,6.78,176,5,6,33
8809,7.47,2.75,4.59,5.29,64,12,8,15
8810,8.03,2.54,5.97,6.35,223,8,9,77
8811,6.79,3.03,1,5.57,35,7,3,35
8812,7.16,2.73,9.19,5.69,53,7,5,54
8813,6.67,1.55,7.65,6.73,78,14,6,21
8814,7.87,2.01,6.29,6.01,47,1,1,30
8815,7.13,4.85,3.07,10,89,1,1,46
8816,6.63,5.71,4.86,7.89,21,13,1,42
8817,5.96,4.38,6.58,8.21,114,6,2,71
8818,6.66,3.07,2.75,6.66,117,13,4,49
8819,7.47,2.09,4.64,6.94,243,8,6,24
8820,7.03,1.54,6.82,6.24,26,3,3,80
8821,7.26,1.62,2.01,10,34,8,9,69
8822,9.19,1.84,5.66,6.66,201,8,3,6
8823,7.03,5.08,1.49,6.02,97,1,4,2
8824,5.2,4.67,3.11,5.82,148,11,4,3
8825,8.27,3.4,3.99,7.24,155,5,5,53
8826,3.77,1.35,6.03,8.65,173,9,5,10
8827,4.34,3.57,3.6,8.21,12,11,2,24
8828,7.17,2.21,5.25,5.82,92,10,6,33
8829,7.53,0,3.63,5.78,79,14,9,84
8830,4.01,2.84,3.94,8.42,96,10,5,22
8831,5.73,1.49,7.5,9.53,241,11,1,61
8832,5.29,1.53,2.7,6.61,80,12,9,96
8833,5.53,2.2,6.52,8.37,120,3,7,94
8834,8.39,1.9,5,4.89,117,9,7,67
8835,7.91,2.46,3.85,5.7,248,13,6,4
8836,6.46,2.4,2.56,5.49,18,11,1,51
8837,5.41,0.25,2.71,7.34,203,9,7,4
8838,3.8,4.32,3.52,6.57,137,1,4,39
8839,9.34,1.32,4.7,7.11,131,2,5,31
8840,7.68,1.36,6.21,8.38,56,3,7,57
8841,5.09,2.11,4.4,5.95,187,14,3,73
8842,7.94,2.37,4.53,6.92,73,4,2,30
8843,6.36,4.25,4.83,5.06,118,12,1,93
8844,5.93,2.82,5.95,8.31,121,5,8,89
8845,7.37,3.18,6.29,8.23,56,5,8,39
8846,5.02,2.83,2.23,7.27,84,10,7,99
8847,5.81,2.78,4.44,6.96,204,11,10,25
8848,6.74,2.87,7.45,6.14,134,5,9,58
8849,5.5,0.18,2.37,4.99,51,3,10,36
8850,7.84,2.2,5.15,7.2,58,6,1,11
8851,10.24,3.89,4.66,7.78,39,4,3,90
8852,4.99,7.23,3.87,9.43,17,9,5,46
8853,3.17,1.05,8.18,6.29,174,12,2,89
8854,2.5,3.01,5.07,7.15,94,2,7,21
8855,6.2,1.81,8.02,8.25,17,11,6,2
8856,5.17,4.96,5.01,8.29,248,1,10,74
8857,6.92,0.88,5.92,5.99,200,7,2,39
8858,6.77,3.25,3.85,6.44,137,9,8,99
8859,3.29,0.81,3.87,6.12,20,10,3,33
8860,2.87,2.12,5.82,5.63,242,9,4,31
8861,7.09,2.46,5.86,8.71,130,3,5,4
8862,6.77,3.78,6.2,6.88,195,12,6,67
